geo_value,time_value,geo_res,viral_activity_level,hosp_fac_BOW_7d_avg,dn_viral_activity_level
Central,2020-03-07,region,,0.0,
Central,2020-03-14,region,,0.0,
Central,2020-03-21,region,,0.0,
Central,2020-03-28,region,,0.0,
Central,2020-04-04,region,,0.0,
Central,2020-04-11,region,,0.0,
Central,2020-04-18,region,,0.0,
Central,2020-04-25,region,,0.0,
Central,2020-05-02,region,,0.0,
Central,2020-05-09,region,,0.0,
Central,2020-05-16,region,,0.0,
Central,2020-05-23,region,,0.0,
Central,2020-05-30,region,,0.0,
Central,2020-06-06,region,,0.0,
Central,2020-06-13,region,,0.0,
Central,2020-06-20,region,,0.0,
Central,2020-06-27,region,,0.0,
Central,2020-07-04,region,,0.0,
Central,2020-07-11,region,,0.0,
Central,2020-07-18,region,,7.624170691193429,
Central,2020-07-25,region,,13.401511158865905,
Central,2020-08-01,region,,15.335383907400288,
Central,2020-08-08,region,,13.457854369986634,
Central,2020-08-15,region,,13.702804267679245,
Central,2020-08-22,region,,14.804451258042018,
Central,2020-08-29,region,,12.42318638958766,
Central,2020-09-05,region,,14.128719821328811,
Central,2020-09-12,region,,11.442423083664576,
Central,2020-09-19,region,,13.378882890850976,
Central,2020-09-26,region,,8.52296733241081,
Central,2020-10-03,region,,11.112694496093576,
Central,2020-10-10,region,,12.48580438005873,
Central,2020-10-17,region,,11.6547670089768,
Central,2020-10-24,region,,11.871392373006191,
Central,2020-10-31,region,,12.74883138804983,
Central,2020-11-07,region,,15.01040707004704,
Central,2020-11-14,region,,20.5115094554632,
Central,2020-11-21,region,,22.167644338939056,
Central,2020-11-28,region,,30.12994342495237,
Central,2020-12-05,region,,31.666675764491725,
Central,2020-12-12,region,,38.35782410810446,
Central,2020-12-19,region,,45.18689633858504,
Central,2020-12-26,region,,43.995320846490415,
Central,2021-01-02,region,,56.16139311222866,
Central,2021-01-09,region,,67.79550458575638,
Central,2021-01-16,region,,69.16412079843363,
Central,2021-01-23,region,,67.5615781422669,
Central,2021-01-30,region,,58.74649274308014,
Central,2021-02-06,region,,50.717729112841866,
Central,2021-02-13,region,,41.47560686534082,
Central,2021-02-20,region,,38.25546053487835,
Central,2021-02-27,region,,33.15765234817431,
Central,2021-03-06,region,,30.50444336026975,
Central,2021-03-13,region,,25.01159267759089,
Central,2021-03-20,region,,22.08759858452169,
Central,2021-03-27,region,,25.08304516870542,
Central,2021-04-03,region,,26.88607572548123,
Central,2021-04-10,region,,25.90782461436784,
Central,2021-04-17,region,,26.044070151075875,
Central,2021-04-24,region,,23.87928330308879,
Central,2021-05-01,region,,17.115687626298815,
Central,2021-05-08,region,,16.9686678637799,
Central,2021-05-15,region,,14.180174562974551,
Central,2021-05-22,region,,10.885150393786136,
Central,2021-05-29,region,,9.995831773558962,
Central,2021-06-05,region,,6.301099280695692,
Central,2021-06-12,region,,4.028756545900675,
Central,2021-06-19,region,,4.193475166385402,
Central,2021-06-26,region,,1.912731822542836,
Central,2021-07-03,region,,3.2592921977407383,
Central,2021-07-10,region,,3.4974070582660066,
Central,2021-07-17,region,,6.7170309397757935,
Central,2021-07-24,region,,9.073346941380247,
Central,2021-07-31,region,,15.749605006581287,
Central,2021-08-07,region,,18.82804353253336,
Central,2021-08-14,region,,29.85795747480879,
Central,2021-08-21,region,,34.35039054543277,
Central,2021-08-28,region,,45.95037172224785,
Central,2021-09-04,region,,45.98941191104254,
Central,2021-09-11,region,,46.65886897910735,
Central,2021-09-18,region,,43.97323666299936,
Central,2021-09-25,region,,43.06709496529722,
Central,2021-10-02,region,,34.17720771619612,
Central,2021-10-09,region,,32.38042149826866,
Central,2021-10-16,region,,32.1899702173908,
Central,2021-10-23,region,,25.72766646156385,
Central,2021-10-30,region,1.7466636132408373,22.25909862867216,1.8057137999923574
Central,2021-11-06,region,1.4441883719403794,18.92475881970313,3.237425696302338
Central,2021-11-13,region,6.519150426908311,19.59393550677788,4.910152473923697
Central,2021-11-20,region,10.090507672358946,17.125588477252084,6.8238941328564415
Central,2021-11-27,region,8.342948381577713,21.23161442219301,10.260553359438696
Central,2021-12-04,region,5.730481989574631,27.86956097180138,8.510726981332267
Central,2021-12-11,region,17.2675268127535,38.47847105844719,9.065335503084633
Central,2021-12-18,region,3.163305534768853,35.20652032343187,14.428139568026504
Central,2021-12-25,region,20.88704862629952,38.609351532133225,17.499656621751498
Central,2022-01-01,region,25.68617147473605,81.52735670056373,18.214166797786767
Central,2022-01-08,region,12.821862039460202,100.60013801992564,19.501255312466803
Central,2022-01-15,region,15.310307980918417,115.32570829398732,13.677230912017482
Central,2022-01-22,region,10.222474242871844,104.25696168116586,9.822706007799594
Central,2022-01-29,region,6.603753493161065,88.40510183959309,8.007865089198598
Central,2022-02-05,region,6.65600102957334,62.384944519562026,4.80257434749473
Central,2022-02-12,region,1.913054319208523,52.521877994990064,3.4957558654192846
Central,2022-02-19,region,2.6791610175442884,34.16114910130148,2.5803401535935193
Central,2022-02-26,region,2.4615413016266228,24.13227920272389,1.6716656738096352
Central,2022-03-05,region,1.3712076209899486,14.70262818991772,1.5968553553122136
Central,2022-03-12,region,0.8443382938623892,11.28919366988568,0.9565502201823317
Central,2022-03-19,region,0.6940987863277668,10.638687853021205,0.831482643751758
Central,2022-03-26,region,1.0967196157531884,5.470230556656157,1.1635979346675682
Central,2022-04-02,region,1.7655562970824634,4.1015398002362,1.4076326163690516
Central,2022-04-16,region,1.543339856784726,3.675325117088735,2.17671538436748
Central,2022-04-23,region,2.4979519772269,8.258409028438235,2.754724514156028
Central,2022-04-30,region,4.130910798479841,5.523700361579012,2.8494304981761305
Central,2022-05-07,region,3.0846838134063854,10.298574121835848,3.720659118660695
Central,2022-05-14,region,2.350780356100395,14.246566793023494,3.4048151778688807
Central,2022-05-21,region,5.362698957975174,14.635040917270224,3.097907495679058
Central,2022-05-28,region,1.4221826107441755,20.085019253946204,2.933615690328047
Central,2022-06-04,region,3.651008329481969,19.69205130332608,3.7112794627469508
Central,2022-06-11,region,3.53293396466943,21.546585559953044,4.320839981866164
Central,2022-06-18,region,6.956683919279937,18.046767900035213,4.914466448293377
Central,2022-06-25,region,4.803738480367028,17.871734605650836,4.531866160274573
Central,2022-07-02,region,2.795708491725679,22.341596661136567,5.800703543133165
Central,2022-07-09,region,6.004405966576037,24.69151131905857,5.14702049157364
Central,2022-07-16,region,9.140668798804706,23.40387280793818,5.6200555816777005
Central,2022-07-23,region,1.9151209714284352,24.67256640140705,5.827964321502963
Central,2022-07-30,region,5.902442851497376,29.74255013047883,4.7822928788215355
Central,2022-08-06,region,4.983826536681648,27.432837851557125,4.512065268648268
Central,2022-08-13,region,4.325273238285563,27.51243034265672,5.379337972952161
Central,2022-08-20,region,5.335824366004364,29.464875489562942,3.547801187351423
Central,2022-08-27,region,2.485605034272313,28.326184047322823,2.766900535417292
Central,2022-09-03,region,0.2813111832859654,30.68313689055424,2.444961794100064
Central,2022-09-10,region,3.8513713599530432,24.994888726145987,2.699185708347618
Central,2022-09-17,region,3.7797090066188073,22.58161290929863,3.2132458917807307
Central,2022-09-24,region,3.671446306775495,17.991033408456982,3.2400660385172726
Central,2022-10-01,region,1.221163037467357,14.92427658701522,2.3867219417457557
Central,2022-10-08,region,1.826458956511468,18.502029052766552,1.5833671430336629
Central,2022-10-15,region,2.0674190929522007,16.436617504054702,0.9604171346209556
Central,2022-10-22,region,0.6265268220696957,14.02636516384573,0.8344649275986256
Central,2022-10-29,region,2.300248423844347,16.744470096464415,4.5858906283430505
Central,2022-11-05,region,6.121215132748231,15.644244806816731,5.719336040633215
Central,2022-11-12,region,17.23431278427022,15.62151589188009,10.471361278218275
Central,2022-11-19,region,7.268382609629173,16.18255408607789,21.382393139856553
Central,2022-11-26,region,29.74985321690992,15.14574816533319,24.99399021237602
Central,2022-12-03,region,37.98822018984789,18.08976517522124,10.062722559376844
Central,2022-12-10,region,5.740613728798764,22.923265816039034,35.679819141729425
Central,2022-12-17,region,5.798572064523194,23.322335491532,44.1482619403625
Central,2022-12-24,region,136.13770385509525,29.138839458090462,54.2545516203189
Central,2022-12-31,region,18.37737682412891,36.25771357240599,55.96836856781058
Central,2023-01-07,region,37.17174690776268,36.01323084304222,38.58717829408801
Central,2023-01-14,region,5.717338910436002,29.67512170036665,5.113519423375167
Central,2023-01-21,region,8.114553944654421,25.89832442707212,10.282197526617075
Central,2023-01-28,region,7.799703928041654,24.09628243931128,3.838510479025446
Central,2023-02-04,region,5.305552071498729,23.33688082159465,7.414365856238429
Central,2023-02-11,region,6.327564937007473,21.141996113237177,6.445355406159435
Central,2023-02-18,region,8.150530630240645,20.41729153029128,5.1385033185995095
Central,2023-02-25,region,1.7806853067961037,15.312215295704997,3.456750183772823
Central,2023-03-04,region,1.0945235276724916,11.306995313485867,1.831218744441491
Central,2023-03-11,region,0.6977325626733577,10.264067440012418,1.0010447977639925
Central,2023-03-18,region,2.9040782959336804,9.660506927102867,1.9929925917735622
Central,2023-03-25,region,2.2926375908804806,5.807723244563968,2.17036215089971
Central,2023-04-01,region,1.8863527799275928,6.67020413690814,1.911638998459269
Central,2023-04-08,region,0.8995914374110356,5.5563732313119605,1.2584176235864708
Central,2023-04-15,region,0.9081846836726636,3.6042256541673874,0.9338089236382849
Central,2023-04-22,region,1.1273742375349745,4.9851781122845935,0.7873306914761963
Central,2023-04-29,region,0.5447368207709664,2.4769870824689693,0.7792558464447413
Central,2023-05-06,region,0.8085465296577283,2.495932942329087,0.7788188918656502
Central,2023-05-13,region,0.7134562548788002,2.5914751267216296,0.8012135876179589
Central,2023-05-20,region,1.065024757022875,2.3522009971308027,0.9006749078439701
Central,2023-05-27,region,0.8073075243261403,2.16068118045649,0.7685533638924653
Central,2023-06-03,region,0.6057603622397362,2.0733447878221045,0.6931420391043474
Central,2023-06-10,region,0.4095149719084366,1.0483657099605472,0.5358650424742001
Central,2023-06-17,region,0.6440316825815738,2.0636195598730307,0.38263208211586575
Central,2023-06-24,region,0.3427657504750396,1.7019452370597257,0.3575339549087081
Central,2023-07-01,region,0.2161807453432571,2.1427747634043715,0.5873271767506247
Central,2023-07-08,region,0.9189203310177002,2.010638420313778,0.7067938989785434
Central,2023-07-15,region,1.4131034760451693,2.4634355703303634,0.9332366247477414
Central,2023-07-22,region,1.0509432633297433,3.5001231632484915,1.6884003150086015
Central,2023-07-29,region,2.129269721578132,3.029886097013476,2.402840108388556
Central,2023-08-05,region,4.231878339256193,4.8027599162746295,3.6364362425313983
Central,2023-08-12,region,4.087234967001289,7.141252606535951,4.58233679668521
Central,2023-08-19,region,5.40267502875344,11.136253292209313,4.460066880514286
Central,2023-08-26,region,3.5458316686348947,14.292069547216528,3.8344945414285836
Central,2023-09-02,region,2.5561549453285526,12.668450879187086,3.27726930501958
Central,2023-09-09,region,3.030640467444617,16.77479847600601,2.5595266468724818
Central,2023-09-16,region,2.469642889880685,13.523129924894969,2.3471664900637115
Central,2023-09-23,region,1.9858729251328056,16.121911016025994,2.1339165400269735
Central,2023-09-30,region,1.7044872114209473,14.227728609468771,1.9447512712728035
Central,2023-10-07,region,1.8931737131350743,11.43895745140916,1.711651575151272
Central,2023-10-14,region,1.8963881971274967,9.963081505022496,1.3363056379439937
Central,2023-10-21,region,0.7013629694801928,9.38856732443164,1.4276702770542875
Central,2023-10-28,region,1.0176036345685653,7.833460193895206,1.3343844212718696
Central,2023-11-04,region,2.4870228832315835,7.654923541251174,1.3267516063931462
Central,2023-11-11,region,1.0720156623278962,10.610569241907983,1.704315756116521
Central,2023-11-18,region,1.675165931818705,12.28312725483485,2.14711105967981
Central,2023-11-25,region,2.7109512696927545,15.294007434218654,2.2229559156887744
Central,2023-12-02,region,3.2347752109868373,18.09469532651262,2.7739723517237103
Central,2023-12-09,region,2.232408937548504,14.442907159324449,2.8909407382405865
Central,2023-12-16,region,3.3467297741921795,18.56928087852724,3.114137277676744
Central,2023-12-23,region,3.485912063767212,27.149161660431066,3.747025967585692
Central,2023-12-30,region,4.823197553801926,32.885305364343026,3.4507527554335002
Central,2024-01-06,region,5.546083675504379,35.11107146669977,6.963826496951769
Central,2024-01-13,region,5.799665256110319,27.93950799859936,9.541474430825945
Central,2024-01-20,region,19.23145833197504,21.55587128952746,10.914971856903124
Central,2024-01-27,region,8.88902889542976,17.31359832921192,11.75371394484027
Central,2024-02-03,region,11.528400505232364,15.094465226716595,12.057700694637374
Eastern,2020-03-07,region,,0.0,
Eastern,2020-03-14,region,,0.0,
Eastern,2020-03-21,region,,0.0,
Eastern,2020-03-28,region,,0.0,
Eastern,2020-04-04,region,,0.0,
Eastern,2020-04-11,region,,0.0,
Eastern,2020-04-18,region,,0.0,
Eastern,2020-04-25,region,,0.0,
Eastern,2020-05-02,region,,0.0,
Eastern,2020-05-09,region,,0.0,
Eastern,2020-05-16,region,,0.0,
Eastern,2020-05-23,region,,0.0,
Eastern,2020-05-30,region,,0.0,
Eastern,2020-06-06,region,,0.0,
Eastern,2020-06-13,region,,0.0,
Eastern,2020-06-20,region,,0.0,
Eastern,2020-06-27,region,,0.0,
Eastern,2020-07-04,region,,0.0,
Eastern,2020-07-11,region,,0.0,
Eastern,2020-07-18,region,,24.66968576847225,
Eastern,2020-07-25,region,,27.6246528561064,
Eastern,2020-08-01,region,,17.152963763052178,
Eastern,2020-08-08,region,,12.502901367862586,
Eastern,2020-08-15,region,,14.475015378518377,
Eastern,2020-08-22,region,,10.77196508386341,
Eastern,2020-08-29,region,,16.440947832092444,
Eastern,2020-09-05,region,,8.206220857781659,
Eastern,2020-09-12,region,,4.907157837545705,
Eastern,2020-09-19,region,,4.601576689229797,
Eastern,2020-09-26,region,,3.8585676820777786,
Eastern,2020-10-03,region,,1.813757172133189,
Eastern,2020-10-10,region,,6.895766688809244,
Eastern,2020-10-17,region,,5.679926877616067,
Eastern,2020-10-24,region,,7.026450785897107,
Eastern,2020-10-31,region,,4.769603705556542,
Eastern,2020-11-07,region,,11.467109424048132,
Eastern,2020-11-14,region,,11.90983488597008,
Eastern,2020-11-21,region,,15.863812960711249,
Eastern,2020-11-28,region,,17.783751914204785,
Eastern,2020-12-05,region,,23.04950808956648,
Eastern,2020-12-12,region,,29.21019429879221,
Eastern,2020-12-19,region,,34.88297998100644,
Eastern,2020-12-26,region,,38.34624869554883,
Eastern,2021-01-02,region,,41.53897465939254,
Eastern,2021-01-09,region,,48.60309827082408,
Eastern,2021-01-16,region,,58.826820894040935,
Eastern,2021-01-23,region,,51.51931283501368,
Eastern,2021-01-30,region,,51.92995416454483,
Eastern,2021-02-06,region,,50.99313961702981,
Eastern,2021-02-13,region,,40.93359368729971,
Eastern,2021-02-20,region,,35.45487913180525,
Eastern,2021-02-27,region,,33.20338862327706,
Eastern,2021-03-06,region,,22.477392262336288,
Eastern,2021-03-13,region,,25.582947825891026,
Eastern,2021-03-20,region,,23.88710226330959,
Eastern,2021-03-27,region,,25.27284519529343,
Eastern,2021-04-03,region,,25.021573260830632,
Eastern,2021-04-10,region,,25.46709840148748,
Eastern,2021-04-17,region,,21.31083625693637,
Eastern,2021-04-24,region,,21.64281871642323,
Eastern,2021-05-01,region,,14.678889823489444,
Eastern,2021-05-08,region,,15.32843937424434,
Eastern,2021-05-15,region,,12.869476655636388,
Eastern,2021-05-22,region,,12.125830273327804,
Eastern,2021-05-29,region,,5.551569553630473,
Eastern,2021-06-05,region,,3.944199175728597,
Eastern,2021-06-12,region,,3.1261295504898245,
Eastern,2021-06-19,region,,3.2140542219780683,
Eastern,2021-06-26,region,,3.719250109748396,
Eastern,2021-07-03,region,,2.6056414146872906,
Eastern,2021-07-10,region,,2.766828601356936,
Eastern,2021-07-17,region,,6.207241980351851,
Eastern,2021-07-24,region,,7.536215210319322,
Eastern,2021-07-31,region,,9.84434062124221,
Eastern,2021-08-07,region,,19.45145018388779,
Eastern,2021-08-14,region,,28.34158387830007,
Eastern,2021-08-21,region,,35.08254488180036,
Eastern,2021-08-28,region,,44.7178837764296,
Eastern,2021-09-04,region,,46.93188755178421,
Eastern,2021-09-11,region,,52.21338861498578,
Eastern,2021-09-18,region,,49.77501518101676,
Eastern,2021-09-25,region,,43.597909195768565,
Eastern,2021-10-02,region,,42.10876539511701,
Eastern,2021-10-09,region,,30.55638491988272,
Eastern,2021-10-16,region,,27.28809202588115,
Eastern,2021-10-23,region,,22.25220985781281,
Eastern,2021-10-30,region,3.25641864807798,16.17011145358917,4.332194346913167
Eastern,2021-11-06,region,3.377850691691707,13.404877908255338,2.1474937652468036
Eastern,2021-11-13,region,2.1451373433755814,12.298003872240214,1.5341790666663044
Eastern,2021-11-20,region,3.1664436575251886,10.315095631394792,2.4922502511716726
Eastern,2021-12-04,region,8.669533826804237,19.19993056130436,8.015241949617893
Eastern,2021-12-11,region,15.663326296403874,21.518389109980845,0.17266937742038824
Eastern,2021-12-18,region,6.490190780425156,24.505460044138864,28.306728142596835
Eastern,2021-12-25,region,15.01245209816416,25.84378166476749,44.0063326158685
Eastern,2022-01-01,region,122.58968737219652,59.73857189025721,48.60449716102774
Eastern,2022-01-08,region,11.24474555890162,105.32712688277633,43.53608080833809
Eastern,2022-01-15,region,9.409298290974773,95.53891706171255,24.16434158763041
Eastern,2022-01-22,region,5.674185893790389,98.56686538155694,-4.54067115985572
Eastern,2022-01-29,region,2.7644841656266284,78.5049162256953,4.004533502878774
Eastern,2022-02-05,region,2.982556914939224,65.92746352924709,2.5197441873337016
Eastern,2022-02-12,region,2.809311515120368,36.125821857017606,1.8946105143777534
Eastern,2022-02-19,region,0.6814903758960448,25.5861848059364,1.4255559173930359
Eastern,2022-02-26,region,0.8272383910793104,12.482893008180875,0.843054830993341
Eastern,2022-03-05,region,0.6447197157292217,6.292549527316807,0.5824343794487061
Eastern,2022-03-12,region,1.0029596819843718,4.753143755371163,0.8647946049278608
Eastern,2022-03-19,region,0.7577387989412,1.4145884356464438,0.7728421984288935
Eastern,2022-03-26,region,0.981084487167414,2.44418670174214,0.8614488182195628
Eastern,2022-04-02,region,0.6683850206880778,1.8913521603921613,0.9967395565038144
Eastern,2022-04-09,region,1.6317939337928242,1.3418856635989034,1.4675849692993692
Eastern,2022-04-16,region,1.9743652806049548,1.2216018535048605,2.0791897174428495
Eastern,2022-04-23,region,2.8074139293338067,5.056704943501363,2.800961775154311
Eastern,2022-04-30,region,3.154896320321254,2.2787487911745754,2.8272913325217215
Eastern,2022-05-07,region,3.150247562693921,5.01259884725103,2.78191974065572
Eastern,2022-05-14,region,2.308312140368753,9.297815726686682,3.723387541908422
Eastern,2022-05-21,region,4.020784803397263,7.8351652643491105,3.722345822163798
Eastern,2022-05-28,region,6.473267393105366,14.389512914830911,4.4276214478319575
Eastern,2022-06-04,region,2.1314520403319195,14.855564582036802,4.714924641733348
Eastern,2022-06-11,region,6.100507363810444,22.941633786913304,4.724162654414702
Eastern,2022-06-18,region,4.086102898395692,20.4607078659998,4.159888724006679
Eastern,2022-06-25,region,5.526717086029723,16.96074395024141,5.730573604729149
Eastern,2022-07-02,region,4.3799246334704405,19.47908466756323,5.771914855117508
Eastern,2022-07-09,region,8.797999509433506,20.154590673757728,5.890972278184433
Eastern,2022-07-16,region,4.7868778165804216,25.920904384455262,6.336194358691571
Eastern,2022-07-23,region,4.907743733456174,25.09514547062221,6.254028079598687
Eastern,2022-07-30,region,8.00378504306652,28.12177357344436,5.66958324040132
Eastern,2022-08-06,region,4.390108749214792,25.645750725376807,5.462969430136765
Eastern,2022-08-13,region,5.284034564753296,24.0404903031253,4.713908226326624
Eastern,2022-08-20,region,2.684550137098982,18.650273057334523,3.678121262591796
Eastern,2022-08-27,region,4.469223418527565,18.397558058311148,3.918777113300804
Eastern,2022-09-03,region,4.0238302180833,13.906422331221494,4.413299268546663
Eastern,2022-09-10,region,4.652549580355824,13.908585635735598,4.6608857388841685
Eastern,2022-09-17,region,5.135030809183812,16.131932801290347,3.5535394627163717
Eastern,2022-09-24,region,1.5544192948726936,12.329595623574978,2.6803362654529717
Eastern,2022-10-01,region,1.1721202877643948,8.850568326548206,2.1022362219476194
Eastern,2022-10-08,region,2.6060524395510094,12.175526116583034,1.8547270984719586
Eastern,2022-10-15,region,3.0824628474198263,10.866394939282014,2.583435664305294
Eastern,2022-10-22,region,2.184046784546144,12.043151607154028,2.8166084832325033
Eastern,2022-10-29,region,2.8829667199700952,10.550184969283375,2.639940099863523
Eastern,2022-11-05,region,2.5610543797843293,13.739017831004071,2.4938814415844677
Eastern,2022-11-12,region,2.544603315378629,10.861516592150712,2.235089790273653
Eastern,2022-11-19,region,2.4408627689664617,10.661695500748642,2.938635748778063
Eastern,2022-11-26,region,2.9155467815035188,8.484710300048093,3.8737679901513227
Eastern,2022-12-03,region,6.957143719868514,9.910510306366143,4.993881972163428
Eastern,2022-12-10,region,5.462125049368591,14.135997321592164,6.065338139087389
Eastern,2022-12-17,region,7.172907472514896,23.081257082255767,8.364419757270925
Eastern,2022-12-24,region,8.923309851283594,22.23112215806245,9.46654006849764
Eastern,2022-12-31,region,13.138962969736982,33.68601800790361,10.048560211842794
Eastern,2023-01-07,region,7.663686657318785,33.921811902352786,8.55320609779955
Eastern,2023-01-14,region,5.500098927185623,26.683786539813863,6.402084782480612
Eastern,2023-01-21,region,3.784862245719505,21.859074419680773,4.193559180228562
Eastern,2023-01-28,region,4.820775637478135,17.124363336746413,4.0461384300243095
Eastern,2023-02-04,region,4.390400797757263,15.174263907552184,5.227164675291551
Eastern,2023-02-11,region,5.119438374486779,13.503090666442244,5.443259306058893
Eastern,2023-02-18,region,7.179669641538391,10.83669508787264,4.44185650986288
Eastern,2023-02-25,region,1.248514641185157,8.469220500896947,2.9827448194743154
Eastern,2023-03-04,region,0.7930960872478018,6.999394621817753,1.2082771642331007
Eastern,2023-03-11,region,0.5476791288694389,7.6212374417748014,0.41387505611538655
Eastern,2023-03-18,region,1.0795532833034094,6.053437680620202,1.444839672361533
Eastern,2023-03-25,region,2.746903403859472,4.878710096231244,1.8669406352285223
Eastern,2023-04-01,region,2.0025943995136704,4.517321417357401,2.0665326098304906
Eastern,2023-04-08,region,1.4363886189096335,4.755989730283313,1.7813272472897101
Eastern,2023-04-15,region,1.4407338264807323,2.7442117603691507,1.290953450175921
Eastern,2023-04-22,region,1.093115599191805,3.176598615595194,1.2589404656986274
Eastern,2023-04-29,region,1.3338839688984931,0.7917184400651577,1.2571564784811162
Eastern,2023-05-13,region,1.0836975756719405,1.827315915392166,1.060066641536085
Eastern,2023-05-20,region,1.0997080556832868,1.682765008871732,0.9576653143992444
Eastern,2023-05-27,region,0.2442702493145726,1.1340673145135491,0.6701047433298128
Eastern,2023-06-03,region,1.2371335805960435,1.2623750910924123,0.7701483131003365
Eastern,2023-06-10,region,0.3000382240022983,0.5677048612058844,0.9190010591240481
Eastern,2023-06-17,region,1.5710907070888338,1.2884771422612902,0.7631600898494986
Eastern,2023-06-24,region,0.7988362329694806,0.0836685137798152,0.8681624705950937
Eastern,2023-07-01,region,0.2902471940029734,0.1039057089648188,1.6179753701532855
Eastern,2023-07-08,region,2.82906081489048,0.6318414215970993,1.4113793972297537
Eastern,2023-07-15,region,2.720749555163254,0.639748493465087,2.410072164238159
Eastern,2023-07-22,region,1.048537105356642,1.7811563121843956,3.179859755745139
Eastern,2023-07-29,region,5.315188729103313,3.717559044335237,3.082593071582526
Eastern,2023-08-05,region,3.458977131002056,2.9555864496164284,3.990266933426779
Eastern,2023-08-12,region,3.530977011059851,5.7127636714558365,5.220482097435644
Eastern,2023-08-19,region,6.307005043765374,7.407323465182612,4.388044770646222
Eastern,2023-08-26,region,5.059678046535313,8.398604229478625,4.470203395683149
Eastern,2023-09-02,region,1.3550670980388464,9.138940606534677,3.302140702236501
Eastern,2023-09-09,region,3.6778903486370496,9.325904784763566,2.4250763657730197
Eastern,2023-09-16,region,1.1122778421565298,9.389859567920755,2.1610905339390607
Eastern,2023-09-23,region,3.880909972992831,8.942629845028248,2.952033176462532
Eastern,2023-09-30,region,1.915226185725969,11.280140676510303,2.6089133040500583
Eastern,2023-10-07,region,3.72368468518929,11.677331463215802,2.8067183069699477
Eastern,2023-10-14,region,1.416644088966517,9.69448031313098,2.062856832609906
Eastern,2023-10-21,region,2.2389784801091914,9.053273471037231,2.179941695411033
Eastern,2023-10-28,region,1.6255198365520531,7.988895481310009,1.61177053758293
Eastern,2023-11-04,region,2.616456125298467,4.195367621951161,2.313640864189851
Eastern,2023-11-11,region,1.6685136851277187,7.656904578418798,2.5220178429686806
Eastern,2023-11-18,region,4.23608457548648,7.480272887839487,3.3609368842913105
Eastern,2023-11-25,region,3.042418424017525,8.770523018634389,3.6270857465506285
Eastern,2023-12-02,region,4.679161559875912,10.724745733305513,3.287452112331353
Eastern,2023-12-09,region,2.987161747789201,12.369921594656324,3.8976098335379636
Eastern,2023-12-16,region,3.676859575443861,12.989433116894574,6.075896538364178
Eastern,2023-12-23,region,10.148461336774488,15.870754817085226,6.219113197355063
Eastern,2024-01-06,region,7.677980035878849,23.72484913196139,14.009554514919635
Eastern,2024-01-13,region,23.013439958763826,21.60824099406362,16.95665890100137
Eastern,2024-01-20,region,19.10593826476937,14.42544648507287,18.348202148308328
Eastern,2024-01-27,region,19.463051432406807,13.147222911591737,18.881417122219563
Eastern,2024-02-03,region,17.122684114101304,11.27915817818733,18.556303822735057
Northern,2020-02-22,region,,0.0,
Northern,2020-03-07,region,,0.0,
Northern,2020-03-14,region,,0.0,
Northern,2020-03-21,region,,0.0,
Northern,2020-03-28,region,,0.0,
Northern,2020-04-04,region,,0.0,
Northern,2020-04-11,region,,0.0,
Northern,2020-04-18,region,,0.0,
Northern,2020-04-25,region,,0.0,
Northern,2020-05-02,region,,0.0,
Northern,2020-05-09,region,,0.0,
Northern,2020-05-16,region,,0.0,
Northern,2020-05-23,region,,0.0,
Northern,2020-05-30,region,,0.0,
Northern,2020-06-06,region,,0.0,
Northern,2020-06-13,region,,0.0,
